fio;inn;is_active;last_update;legal_name;main_okved_code;main_okved_name
Ахмадуллов Руслан Иршатович;165111053390;TRUE;2022-04-14;;47.91.2;Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет
Левашов Андрей Олегович;421306606179;TRUE;2023-09-04;;90.03;Деятельность в области художественного творчества
Габашвили Марина Анатольевна;507304294292;TRUE;2023-01-20;;56.10;Деятельность ресторанов и услуги по доставке продуктов питания
Мартюшева Татьяна Юрьевна;690309153380;TRUE;2023-09-18;;47.52.7;Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах
Кулов Дмитрий Сергеевич;503504366067;TRUE;2023-09-22;;49.42;Предоставление услуг по перевозкам
;7722578940;TRUE;2023-08-23;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСКАРГО ВОСТОЧНАЯ ЕВРОПА""";52.29;Деятельность вспомогательная прочая, связанная с перевозками
;6670154889;TRUE;2023-11-21;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦИФРОВОЕ ТЕЛЕВИДЕНИЕ""";60.20;Деятельность в области телевизионного вещания
;7841350711;TRUE;2022-11-18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕСТИЖ""";68.10.1;Подготовка к продаже собственного недвижимого имущества
;7447121174;TRUE;2023-03-27;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКМАШСЕРВИС""";45.1;Торговля автотранспортными средствами
;4720029850;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНЫЕ АВТОМАТИЗИРОВАННЫЕ ИНФОРМАЦИОННЫЕ СИСТЕМЫ""";84.25.1;Деятельность по обеспечению пожарной безопасности
;5008052137;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР СТРАТЕГИЧЕСКОГО ИНВЕСТИРОВАНИЯ""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;7840416984;TRUE;2023-08-11;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""М-АЛЬЯНС""";96.02.2;Предоставление косметических услуг парикмахерскими и салонами красоты
;1650210543;TRUE;2023-09-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ БАЗА ""ФЕНИКС""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;1645027302;TRUE;2023-11-22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСТЕХНАДЗОР""";71.12;Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях
;2464236105;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОМИР - ВОСТОК""";45.1;Торговля автотранспортными средствами
;5403325392;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МБС СОЮЗ""";46.90;Торговля оптовая неспециализированная
;5406681543;TRUE;2023-10-10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТО СИБИРИ""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;5406686439;TRUE;2023-10-02;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДДА-СИБИРЬ""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;6674372091;TRUE;2022-11-05;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ-СБ ТРЕЙД""";46.69;Торговля оптовая прочими машинами и оборудованием
;7720708375;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРВАТЕР""";49.4;Деятельность автомобильного грузового транспорта и услуги по перевозкам
;7805592419;TRUE;2023-09-07;"ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""ЩЕГЛОВСКАЯ УСАДЬБА""";43.12;Подготовка строительной площадки
;7811536170;TRUE;2022-09-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОСТОРЫ-2""";68.10;Покупка и продажа собственного недвижимого имущества
;5077028431;TRUE;2023-10-19;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛАВА""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;5905300641;TRUE;2023-02-02;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД ЭНЕРГОБЕТОН""";23.61;Производство изделий из бетона для использования в строительстве
;7839487109;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЫШЛЕННАЯ КОМПЛЕКТАЦИЯ-СЕРВИС""";46.49;Торговля оптовая прочими бытовыми товарами
;1215185628;TRUE;2022-09-18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""УРАЛ-ГРАНИТ""";33.12;Ремонт машин и оборудования
Сивер Сергей Владимирович;665903792826;TRUE;2022-01-02;;49.32;Деятельность легкового такси и арендованных легковых автомобилей с водителем
Янковский Александр Иванович;027613193861;TRUE;2022-12-14;;47.64;Торговля розничная спортивным оборудованием и спортивными товарами в специализированных магазинах
Мустафин Рустам Тагирович;025300521038;TRUE;2023-04-18;;62.01;Разработка компьютерного программного обеспечения
Сейма Андрей Александрович;745114791600;TRUE;2023-10-30;;47.91.2;Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет
Бабенко Светлана Юрьевна;230905767255;TRUE;2022-01-02;;96.02;Предоставление услуг парикмахерскими и салонами красоты
Русанов Михаил Павлович;410100965955;TRUE;2023-01-11;;46.38.1;Торговля оптовая рыбой, ракообразными и моллюсками, консервами и пресервами из рыбы и морепродуктов
Мальцева Вероника Викторовна;541076757673;TRUE;2022-01-05;;47.99;Торговля розничная прочая вне магазинов, палаток, рынков
Родионова Ольга Алексеевна;782505636867;TRUE;2023-01-11;;68.20;Аренда и управление собственным или арендованным недвижимым имуществом
Елхов Алексей Викторович;165001632404;TRUE;2022-01-01;;69.10;Деятельность в области права
Калинин Кирилл Евгеньевич;744517162472;TRUE;2023-10-30;;45.31.1;Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов
Москаленко Александр Евгеньевич;760804353130;TRUE;2023-01-11;;63.11.1;Деятельность по созданию и использованию баз данных и информационных ресурсов
Славгородский Дмитрий Николаевич;745211267342;TRUE;2023-01-11;;47.52.6;Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах
Третьяков Иван Николаевич;660645857000;TRUE;2021-12-31;;93.29.9;Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки
Целищева Светлана Рудольфовна;744916455921;TRUE;2022-01-05;;45.31.1;Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов
Абрамов Максим Александрович;332200762575;TRUE;2022-01-05;;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
Газизов Альберт Варисович;667406466520;TRUE;2022-07-05;;45.20.3;Мойка автотранспортных средств, полирование и предоставление аналогичных услуг
Березин Яков Михайлович;784105445710;TRUE;2022-09-21;;55.20;Деятельность по предоставлению мест для краткосрочного проживания
Апухтин Александр Петрович;615147277003;TRUE;2022-01-05;;62.09;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая
Кислова Наталья Владимировна;742200713127;TRUE;2023-10-30;;79.11;Деятельность туристических агентств
Абрамов Максим Александрович;695205247107;TRUE;2022-01-02;;47.65;Торговля розничная играми и игрушками в специализированных магазинах
Сирота Антон Сергеевич;632122775445;TRUE;2023-07-28;;47.11;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах
;5029261967;TRUE;2023-09-28;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УРОКЛИНИКА;86.10;Деятельность больничных организаций
;6345030575;TRUE;2023-07-28;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИО-СФЕРА""";01.13;Выращивание овощей, бахчевых, корнеплодных и клубнеплодных культур, грибов и трюфелей
;7203519108;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МК-АВТО""";45.11;Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности
;7448230095;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУЗОВАЯ ТЕХНИКА""";45.11;Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности
;9701186254;TRUE;2022-05-24;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕНТАХАУС""";47.59;Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах
;9710093905;TRUE;2023-09-22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАФЕ СИДР""";56.10;Деятельность ресторанов и услуги по доставке продуктов питания
;2222898773;TRUE;2023-08-23;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМСОФТ""";62.01;Разработка компьютерного программного обеспечения
;9704204416;TRUE;2023-03-22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФПК-МСК""";46.61.1;Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы
;7810970190;TRUE;2023-02-07;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРУПП+""";47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
;7710904229;TRUE;2023-03-28;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАФЕ ТАНЦЫ""";56.10;Деятельность ресторанов и услуги по доставке продуктов питания
;7725346376;TRUE;2023-11-24;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОТРЕСТ""";43.21;Производство электромонтажных работ
;7453225598;TRUE;2023-09-15;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИНИГИДРО""";72.19;Научные исследования и разработки в области естественных и технических наук прочие
;6670351781;TRUE;2022-11-12;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛТОРГДОМ""";47.91.2;Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет
Мартюшев Максим Андреевич;695004519907;TRUE;2023-09-18;;43.32.3;Производство работ по внутренней отделке зданий (включая потолки, раздвижные и съемные перегородки и т.д.)
Козлов Андрей Александрович;503701925959;TRUE;2023-10-02;;43.22;Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха
Наумов Александр Александрович;741204504443;TRUE;2023-10-30;;69.20;Деятельность по оказанию услуг в области бухгалтерского учета, по проведению финансового аудита, по налоговому консультированию
Петряшев Николай Васильевич;781695823902;TRUE;2023-11-10;;43.29;Производство прочих строительно-монтажных работ
Гизатулин Сергей Эдуардович;741800001112;TRUE;2022-01-05;;46.46;Торговля оптовая фармацевтической продукцией
Жукова Мария Вадимовна;507703423729;TRUE;2022-11-16;;47.71;Торговля розничная одеждой в специализированных магазинах
Егоров Даниил Владимирович;245510007050;TRUE;2022-01-01;;47.99.2;Деятельность по осуществлению торговли через автоматы
Варанкина Елена Михайловна;430201195279;TRUE;2023-03-27;;82.99;Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки
Сапронов Алексей Николаевич;561409658762;TRUE;2023-06-20;;63.11.1;Деятельность по созданию и использованию баз данных и информационных ресурсов
Елхов Владимир Алексеевич;165046228657;TRUE;2023-08-23;;69.10;Деятельность в области права
Белокурова Анна Моисеевна;507700056414;TRUE;2022-01-03;;47.59;Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах
Комисовская Наталия Владимировна;344702943303;TRUE;2023-11-17;;56.10;Деятельность ресторанов и услуги по доставке продуктов питания
Дудаков Артем Владимирович;240402050041;TRUE;2023-01-11;;74.20;Деятельность в области фотографии
Эмотаев Андрей Петрович;550101099143;TRUE;2022-01-02;;47.76.1;Торговля розничная цветами и другими растениями, семенами и удобрениями в специализированных магазинах
;7727747172;TRUE;2023-09-25;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕННАЯ ГЕОЛОГИЧЕСКАЯ КОМПАНИЯ""";41.20;Строительство жилых и нежилых зданий
;7807361488;TRUE;2022-09-18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗОЛОТОЙ ЛОМБАРД""";64.92.6;Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества
;7841448918;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСТРИП""";79.11;Деятельность туристических агентств
;7842465514;TRUE;2023-07-06;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНЕГИН ПАРК СЭЙЛС ЭНД МАРКЕТИНГ""";68.31.1;Предоставление посреднических услуг при купле-продаже недвижимого имущества за вознаграждение или на договорной основе
;1650247014;TRUE;2023-08-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦДЕТАЛЬ""";45.3;Торговля автомобильными деталями, узлами и принадлежностями
;6686010730;TRUE;2023-08-28;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ - СБ СЕРВИС""";43.21;Производство электромонтажных работ
;1215185868;TRUE;2023-09-26;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНДОР-ПЛЮС""";45.11.2;Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах
;1650284866;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАНЦЕНТР""";46.69;Торговля оптовая прочими машинами и оборудованием
;2315191306;TRUE;2023-11-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАС-СИСТЕМА""";47.73;Торговля розничная лекарственными средствами в специализированных магазинах (аптеках)
;6686052096;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖЕНЕРНЫЕ СИСТЕМЫ ЗДАНИЙ""";62.09;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая
;7451374227;TRUE;2023-08-15;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНАЛЬНЫЙ ИНЖИНИРИНГОВЫЙ ЦЕНТР АДДИТИВНЫХ И ЛАЗЕРНЫХ ТЕХНОЛОГИЙ""";72.19;Научные исследования и разработки в области естественных и технических наук прочие
;7728900497;TRUE;2022-09-18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-МЕДИА""";63.11.1;Деятельность по созданию и использованию баз данных и информационных ресурсов
;7802862480;TRUE;2023-11-22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПЕРИАЛ""";41.20;Строительство жилых и нежилых зданий
;7415045354;TRUE;2023-10-30;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РАСЧЕТНЫЙ ЦЕНТР"" МИАССКОГО ГОРОДСКОГО ОКРУГА";63.11;Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность
;7842324993;TRUE;2023-11-22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАСТРОЙ ЛТД""";68.20.2;Аренда и управление собственным или арендованным нежилым недвижимым имуществом
;6672214396;TRUE;2022-11-10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРОСТРОЙ""";46.90;Торговля оптовая неспециализированная
;7842354444;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГАЛЬ""";68.3;Операции с недвижимым имуществом за вознаграждение или на договорной основе
;2315145589;TRUE;2023-01-10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-РАЛЛИ Ч""";45.1;Торговля автотранспортными средствами
;3255502884;TRUE;2023-05-29;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРТЕХНО-МОБАЙЛ""";46.43;Торговля оптовая бытовыми электротоварами
;4703108975;TRUE;2022-09-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ МЕРМАКС""";26.51;Производство инструментов и приборов для измерения, тестирования и навигации
;6674307198;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВЫЙ ДОМ ""УРАЛ РЕКОМ""";46.76;Торговля оптовая прочими промежуточными продуктами
;6671052008;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАЙС МАШИНЕРИ""";45.19;Торговля прочими автотранспортными средствами
;6671059324;TRUE;2022-11-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТД ГРАНИТ-СБ ТРЕЙД""";46.69;Торговля оптовая прочими машинами и оборудованием
;7203431904;TRUE;2023-06-08;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЗ БУХГАЛТЕРА""";69.20.2;Деятельность по оказанию услуг в области бухгалтерского учета
;7452140239;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАШИНЫ И МЕХАНИЗМЫ""";46.61.1;Торговля оптовая сельскохозяйственными и лесохозяйственными машинами, оборудованием и инструментами, включая тракторы
;7430028057;TRUE;2023-10-30;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВЫЙ ДОМ ""УРАЛСПЕЦМАШ""";45.31;Торговля оптовая автомобильными деталями, узлами и принадлежностями
;7449134860;TRUE;2022-09-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВ-ПОДШИПНИК""";46.69.2;Торговля оптовая эксплуатационными материалами и принадлежностями машин
;7731346889;TRUE;2022-09-18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРМИДИС""";43.21;Производство электромонтажных работ
;7814716075;TRUE;2023-09-06;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРЕГАТОР""";79.90;Услуги по бронированию прочие и сопутствующая деятельность
;1650371815;TRUE;2023-04-22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАСТИН""";45.31.1;Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов
Золин Алексей Валерьевич;503408492598;TRUE;2022-01-05;;47.43;Торговля розничная аудио- и видеотехникой в специализированных магазинах
Картышев Александр Александрович;544200224935;TRUE;2023-02-10;;47.52.1;Торговля розничная скобяными изделиями в специализированных магазинах
Гасман Ольга Михайловна;772484318670;TRUE;2022-07-26;;96.02;Предоставление услуг парикмахерскими и салонами красоты
Рейдер Сергей Валерьевич;701900172123;TRUE;2023-01-11;;45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями
Полуэктова Юлия Александровна;741302222077;TRUE;2023-10-30;;79.11;Деятельность туристических агентств
Дылдин Даниил Алексеевич;665903648004;TRUE;2022-01-05;;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
Нефедов Николай Александрович;665896703452;TRUE;2022-04-19;;46.74.2;Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой
;5507261834;TRUE;2022-09-18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТАИР""";69.10;Деятельность в области права
;7725450176;TRUE;2022-12-12;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ГРУПП""";77.32;Аренда и лизинг строительных машин и оборудования
;9709028411;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИРА ФУД СЕРВИС""";56.10;Деятельность ресторанов и услуги по доставке продуктов питания
;7728430450;TRUE;2022-06-12;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМАМЕД""";86.90;Деятельность в области медицины прочая
;7840019360;TRUE;2023-10-08;"САНКТ-ПЕТЕРБУРГСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СОЦИАЛЬНОЙ ПОДДЕРЖКИ ИНВАЛИДОВ ""ВЗАИМОПОМОЩЬ""";94.99;Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций
;1650251275;TRUE;2023-08-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГЕНТСТВО СОДЕЙСТВИЯ БИЗНЕСУ""";69;Деятельность в области права и бухгалтерского учета
;5404469140;TRUE;2022-12-29;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБИРЬ-ОПТИМА""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;6623085405;TRUE;2022-11-14;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОШИНСЕРВИС""";45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями
;5402056411;TRUE;2022-11-22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОК ИМПЭКС""";46.90;Торговля оптовая неспециализированная
;7727403830;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАНИКА ГРУПП""";46.44.2;Торговля оптовая чистящими средствами
;7708363815;TRUE;2022-11-22;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГО ЭЛЕМЕНТ""";46.69.5;Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами
;2315217498;TRUE;2023-02-14;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАС-ВНЕШТРАНС""";62.01;Разработка компьютерного программного обеспечения
;7453217822;TRUE;2022-11-05;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАМИС""";68.2;Аренда и управление собственным или арендованным недвижимым имуществом
;7452075572;TRUE;2023-01-19;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХКОМПЛЕКТУРАЛ""";46.90;Торговля оптовая неспециализированная
;5024997961;TRUE;2023-05-26;"ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РОДИНА-КОНГРЕСС РУССКИХ ОБЩИН""";94.99;Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций
;5906111728;TRUE;2023-08-08;"САДОВОДЧЕСКОЕ НЕКОММЕРЧЕСКОЕ ТОВАРИЩЕСТВО ""НАШ САД""";68.32.2;Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе
;5050149037;TRUE;2023-11-13;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛЬТАТЕХМОНТАЖ""";43.21;Производство электромонтажных работ
;1655324632;TRUE;2023-10-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕНТАХАУС""";47.59;Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах
;2466159343;TRUE;2023-10-18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАСУПАК""";46.90;Торговля оптовая неспециализированная
Ахметгареев Рамиль Расимович;165110246800;TRUE;2022-01-05;;31.01;Производство мебели для офисов и предприятий торговли
Левицкий Василь Александрович;580315620919;TRUE;2023-10-30;;47.8;Торговля розничная в нестационарных торговых объектах и на рынках
Чижиков Сергей Юрьевич;540543016130;TRUE;2022-01-02;;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
Шашурин Александр Евгеньевич;290406935907;TRUE;2022-01-02;;16.10;Распиловка и строгание древесины
Ермаков Виктор Сергеевич;165032833911;TRUE;2022-01-05;;46.69;Торговля оптовая прочими машинами и оборудованием
Гаманица Александр Михайлович;222206230218;TRUE;2022-01-02;;62.01;Разработка компьютерного программного обеспечения
Ботакараева Ольга Анатольевна;720318588097;TRUE;2022-01-05;;47.59.1;Торговля розничная мебелью в специализированных магазинах
Зырянцева Надежда Михайловна;745303635236;TRUE;2023-08-18;;88.91;Предоставление услуг по дневному уходу за детьми
Перфильев Никита Викторович;532117139787;TRUE;2022-08-24;;55.20;Деятельность по предоставлению мест для краткосрочного проживания
Каплунов Денис Валерьевич;771771248746;TRUE;2022-01-06;;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
Бродский Артем Александрович;782510848480;TRUE;2022-01-01;;63.11.1;Деятельность по созданию и использованию баз данных и информационных ресурсов
;5904297971;TRUE;2023-10-04;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕТСКИЙ МАГАЗИН ""АПЕЛЬСИН""";47.71;Торговля розничная одеждой в специализированных магазинах
